"","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"222",103,0.29,0.32,-0.34,0.29,0.91,0.3,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"223",104,-2.22,0.38,-2.91,-2.24,-1.42,-2.28,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"224",105,-0.69,0.33,-1.33,-0.69,-0.02,-0.7,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"225",106,0.75,0.34,0.07,0.75,1.39,0.76,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"226",107,-0.95,0.47,-1.82,-0.96,0.01,-1,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"227",108,-0.22,0.46,-1.11,-0.23,0.7,-0.24,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"228",109,-0.22,0.44,-1.09,-0.22,0.66,-0.23,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"229",110,-0.31,0.4,-1.12,-0.3,0.45,-0.28,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"230",111,0.47,0.39,-0.29,0.46,1.24,0.45,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"231",112,0.81,0.35,0.12,0.82,1.49,0.82,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"232",113,-0.41,0.34,-1.08,-0.41,0.26,-0.41,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"233",114,-0.14,0.34,-0.8,-0.14,0.53,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"234",115,0.19,0.34,-0.47,0.19,0.86,0.19,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"235",116,0.04,0.32,-0.59,0.04,0.66,0.04,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"236",117,-0.58,0.34,-1.24,-0.58,0.09,-0.58,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"237",118,0.46,0.33,-0.2,0.46,1.12,0.47,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"238",119,-0.34,0.46,-1.24,-0.35,0.59,-0.37,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"239",1,0.15,0.32,-0.49,0.16,0.76,0.18,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"240",2,0.52,0.36,-0.21,0.52,1.22,0.52,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"241",3,-0.26,0.33,-0.92,-0.26,0.4,-0.27,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"242",4,-0.52,0.33,-1.15,-0.52,0.14,-0.53,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"243",5,-1.1,0.34,-1.75,-1.1,-0.41,-1.12,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"244",6,-0.03,0.33,-0.67,-0.02,0.62,-0.02,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"245",7,0.1,0.32,-0.54,0.11,0.74,0.11,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"246",8,-0.15,0.33,-0.79,-0.15,0.49,-0.15,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"247",9,0.35,0.33,-0.31,0.35,1,0.36,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"248",10,-1.22,0.35,-1.88,-1.23,-0.51,-1.24,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"249",11,0.54,0.33,-0.12,0.55,1.18,0.55,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"250",12,0.27,0.33,-0.39,0.27,0.91,0.28,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"251",13,-0.15,0.32,-0.79,-0.15,0.49,-0.15,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"252",14,0.21,0.3,-0.39,0.21,0.81,0.21,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"253",15,0.88,0.31,0.25,0.89,1.47,0.9,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"254",16,0.38,0.21,-0.03,0.38,0.78,0.39,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"255",17,0.38,0.21,-0.03,0.38,0.78,0.38,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"256",18,-0.4,0.25,-0.88,-0.4,0.11,-0.41,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"257",19,-0.25,0.19,-0.62,-0.25,0.13,-0.25,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"258",20,-0.58,0.23,-1.03,-0.59,-0.12,-0.59,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"259",21,-0.45,0.21,-0.87,-0.46,-0.03,-0.46,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"260",22,-0.08,0.23,-0.52,-0.08,0.38,-0.08,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"261",23,-0.15,0.2,-0.55,-0.15,0.25,-0.15,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"262",24,0.12,0.22,-0.3,0.13,0.55,0.13,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"263",25,0.13,0.21,-0.29,0.13,0.55,0.14,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"264",26,0.39,0.2,-0.02,0.39,0.78,0.39,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"265",27,0.18,0.2,-0.22,0.18,0.58,0.18,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"266",28,0.24,0.2,-0.16,0.24,0.64,0.24,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"267",29,0.16,0.21,-0.27,0.16,0.58,0.16,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"268",30,-0.41,0.25,-0.89,-0.41,0.09,-0.41,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"269",31,-0.3,0.27,-0.84,-0.3,0.24,-0.3,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"270",32,-0.23,0.23,-0.68,-0.23,0.21,-0.23,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"271",33,-0.06,0.22,-0.49,-0.06,0.36,-0.05,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"272",34,0.08,0.23,-0.39,0.08,0.53,0.09,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"273",35,-0.64,0.27,-1.16,-0.65,-0.08,-0.66,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"274",36,-0.5,0.25,-0.98,-0.5,-0.01,-0.51,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"275",37,-0.26,0.3,-0.84,-0.25,0.33,-0.25,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"276",38,-0.83,0.3,-1.39,-0.84,-0.22,-0.86,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"277",39,-0.42,0.2,-0.8,-0.42,-0.02,-0.43,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"278",40,-0.17,0.22,-0.6,-0.17,0.26,-0.17,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"279",41,0.34,0.3,-0.26,0.34,0.92,0.34,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"280",42,0.53,0.3,-0.09,0.53,1.11,0.54,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"281",43,-0.13,0.3,-0.72,-0.14,0.46,-0.14,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"282",44,-0.22,0.26,-0.74,-0.22,0.3,-0.23,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"283",45,0.54,0.3,-0.06,0.55,1.11,0.56,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"284",46,-0.77,0.31,-1.36,-0.78,-0.13,-0.79,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"285",47,-1.39,0.39,-2.14,-1.39,-0.59,-1.41,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"286",48,0.6,0.37,-0.12,0.6,1.33,0.6,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"287",49,0.02,0.36,-0.68,0.02,0.74,0.01,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"288",50,-0.07,0.39,-0.83,-0.08,0.7,-0.08,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"289",51,-0.18,0.39,-0.93,-0.18,0.6,-0.19,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"290",52,-0.17,0.39,-0.92,-0.18,0.6,-0.19,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"291",53,0.39,0.39,-0.38,0.39,1.14,0.4,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"292",54,-0.05,0.39,-0.82,-0.05,0.7,-0.05,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"293",55,0,0.41,-0.81,0,0.81,0,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"294",56,0.51,0.41,-0.29,0.51,1.32,0.51,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"295",57,-0.9,0.42,-1.7,-0.91,-0.05,-0.93,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"296",58,-0.59,0.4,-1.37,-0.59,0.2,-0.59,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"297",59,0.43,0.39,-0.34,0.44,1.18,0.44,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"298",60,-0.31,0.39,-1.08,-0.31,0.45,-0.31,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"299",61,0.86,0.4,0.06,0.87,1.64,0.88,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"300",62,0.1,0.29,-0.47,0.1,0.67,0.1,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"301",63,-0.38,0.27,-0.9,-0.39,0.17,-0.4,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"302",64,-0.51,0.29,-1.07,-0.51,0.08,-0.52,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"303",65,-0.07,0.24,-0.55,-0.07,0.39,-0.07,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"304",66,0.32,0.3,-0.28,0.32,0.9,0.33,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"305",67,0.28,0.3,-0.31,0.28,0.86,0.29,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"306",68,0.17,0.29,-0.41,0.17,0.73,0.17,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"307",69,0.15,0.3,-0.44,0.15,0.74,0.15,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"308",70,-0.85,0.31,-1.44,-0.85,-0.21,-0.87,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"309",71,0.14,0.31,-0.48,0.14,0.76,0.14,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"310",72,0.25,0.36,-0.44,0.26,0.95,0.26,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"311",73,-0.14,0.34,-0.81,-0.14,0.54,-0.14,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"312",74,-0.21,0.3,-0.8,-0.21,0.4,-0.21,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"313",75,-0.28,0.35,-0.96,-0.29,0.41,-0.29,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"314",76,0.28,0.3,-0.32,0.28,0.88,0.29,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"315",77,0.55,0.31,-0.06,0.56,1.14,0.57,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"316",78,0.56,0.31,-0.06,0.57,1.15,0.58,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"317",79,0.13,0.3,-0.47,0.13,0.73,0.14,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"318",80,0.68,0.32,0.04,0.69,1.29,0.7,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"319",81,0.13,0.33,-0.52,0.13,0.77,0.14,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"320",82,0.19,0.29,-0.4,0.19,0.75,0.2,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"321",83,-0.17,0.32,-0.79,-0.17,0.46,-0.17,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"322",84,0.14,0.27,-0.41,0.14,0.67,0.15,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"323",85,0.49,0.31,-0.12,0.49,1.08,0.5,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"324",86,0.5,0.31,-0.12,0.51,1.1,0.52,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"325",87,0.51,0.32,-0.14,0.51,1.13,0.52,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"326",88,0.47,0.34,-0.21,0.48,1.12,0.49,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"327",89,-0.22,0.34,-0.89,-0.22,0.46,-0.22,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"328",90,0.5,0.35,-0.19,0.51,1.17,0.52,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"329",91,0.35,0.34,-0.34,0.35,1.01,0.36,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"330",92,-0.79,0.33,-1.42,-0.8,-0.12,-0.81,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"331",93,1.18,0.34,0.49,1.19,1.84,1.21,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"332",94,0.66,0.33,0,0.67,1.3,0.67,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"333",95,0.47,0.34,-0.2,0.47,1.13,0.47,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"334",96,0.7,0.33,0.05,0.71,1.33,0.71,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"335",97,0.6,0.32,-0.05,0.61,1.23,0.62,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"336",98,0.43,0.32,-0.2,0.44,1.06,0.44,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"337",99,0.49,0.32,-0.15,0.5,1.12,0.5,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"338",100,0.42,0.33,-0.23,0.42,1.06,0.43,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"339",101,0.62,0.32,-0.03,0.62,1.25,0.63,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"340",102,-1.25,0.34,-1.9,-1.27,-0.54,-1.29,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"341",103,0.31,0.32,-0.32,0.31,0.93,0.31,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"342",104,-2.21,0.38,-2.91,-2.23,-1.41,-2.27,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"343",105,-0.67,0.33,-1.32,-0.68,0,-0.68,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"344",106,0.74,0.34,0.06,0.75,1.4,0.76,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"345",107,-0.93,0.48,-1.84,-0.94,0.05,-0.97,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"346",108,-0.22,0.46,-1.11,-0.22,0.7,-0.24,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"347",109,-0.24,0.44,-1.11,-0.25,0.64,-0.25,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"348",110,-0.31,0.4,-1.12,-0.3,0.45,-0.28,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"349",111,0.46,0.39,-0.3,0.46,1.24,0.45,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"350",112,0.8,0.35,0.11,0.81,1.48,0.81,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"351",113,-0.39,0.34,-1.06,-0.39,0.28,-0.39,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"352",114,-0.15,0.34,-0.81,-0.15,0.52,-0.15,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"353",115,0.22,0.34,-0.45,0.22,0.88,0.22,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"354",116,0.03,0.32,-0.6,0.03,0.66,0.03,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"355",117,-0.6,0.34,-1.26,-0.6,0.07,-0.6,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"356",118,0.47,0.34,-0.2,0.47,1.13,0.47,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"357",119,-0.31,0.46,-1.21,-0.32,0.62,-0.33,0,"Phylogenetic+Spatial: local+L2 proportion (linear)"
"358",1,0.15,0.32,-0.49,0.16,0.76,0.17,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"359",2,0.53,0.36,-0.19,0.54,1.23,0.54,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"360",3,-0.25,0.33,-0.91,-0.25,0.41,-0.26,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"361",4,-0.52,0.33,-1.16,-0.52,0.13,-0.53,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"362",5,-1.09,0.34,-1.74,-1.1,-0.4,-1.11,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"363",6,-0.02,0.33,-0.67,-0.02,0.62,-0.02,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"364",7,0.11,0.32,-0.54,0.11,0.74,0.11,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"365",8,-0.16,0.32,-0.79,-0.16,0.49,-0.16,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"366",9,0.34,0.33,-0.32,0.35,0.99,0.35,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"367",10,-1.21,0.35,-1.87,-1.22,-0.51,-1.23,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"368",11,0.53,0.33,-0.13,0.54,1.17,0.55,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"369",12,0.26,0.33,-0.39,0.26,0.9,0.27,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"370",13,-0.15,0.32,-0.79,-0.15,0.49,-0.15,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"371",14,0.21,0.3,-0.39,0.21,0.81,0.21,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"372",15,0.88,0.31,0.25,0.89,1.47,0.9,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"373",16,0.38,0.21,-0.03,0.38,0.78,0.39,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"374",17,0.37,0.2,-0.03,0.38,0.77,0.38,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"375",18,-0.4,0.25,-0.88,-0.4,0.11,-0.41,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"376",19,-0.25,0.19,-0.62,-0.25,0.13,-0.25,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"377",20,-0.59,0.23,-1.03,-0.59,-0.13,-0.6,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"378",21,-0.46,0.21,-0.87,-0.46,-0.03,-0.46,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"379",22,-0.08,0.23,-0.52,-0.08,0.38,-0.08,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"380",23,-0.15,0.2,-0.55,-0.15,0.25,-0.15,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"381",24,0.12,0.22,-0.3,0.13,0.55,0.13,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"382",25,0.13,0.21,-0.29,0.13,0.54,0.13,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"383",26,0.39,0.2,-0.02,0.39,0.78,0.39,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"384",27,0.18,0.2,-0.22,0.18,0.57,0.18,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"385",28,0.24,0.2,-0.16,0.24,0.64,0.24,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"386",29,0.15,0.21,-0.27,0.15,0.57,0.16,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"387",30,-0.4,0.25,-0.88,-0.41,0.09,-0.41,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"388",31,-0.3,0.27,-0.84,-0.3,0.24,-0.3,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"389",32,-0.24,0.23,-0.68,-0.24,0.2,-0.24,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"390",33,-0.06,0.22,-0.49,-0.06,0.36,-0.05,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"391",34,0.07,0.23,-0.4,0.08,0.52,0.08,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"392",35,-0.64,0.28,-1.17,-0.65,-0.08,-0.66,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"393",36,-0.5,0.25,-0.98,-0.5,-0.01,-0.51,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"394",37,-0.26,0.3,-0.84,-0.26,0.33,-0.26,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"395",38,-0.83,0.3,-1.39,-0.84,-0.22,-0.86,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"396",39,-0.42,0.2,-0.8,-0.42,-0.02,-0.43,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"397",40,-0.17,0.22,-0.6,-0.17,0.26,-0.17,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"398",41,0.33,0.3,-0.26,0.33,0.91,0.34,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"399",42,0.52,0.3,-0.09,0.53,1.11,0.54,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"400",43,-0.13,0.3,-0.71,-0.14,0.46,-0.14,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"401",44,-0.23,0.26,-0.74,-0.23,0.3,-0.23,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"402",45,0.54,0.3,-0.06,0.54,1.1,0.55,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"403",46,-0.77,0.31,-1.37,-0.78,-0.14,-0.79,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"404",47,-1.39,0.39,-2.14,-1.4,-0.59,-1.42,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"405",48,0.6,0.37,-0.13,0.6,1.32,0.6,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"406",49,0.02,0.36,-0.68,0.02,0.73,0.01,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"407",50,-0.08,0.39,-0.83,-0.08,0.7,-0.09,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"408",51,-0.18,0.39,-0.93,-0.18,0.59,-0.19,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"409",52,-0.17,0.38,-0.92,-0.18,0.59,-0.18,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"410",53,0.39,0.39,-0.38,0.39,1.14,0.39,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"411",54,-0.05,0.38,-0.81,-0.05,0.7,-0.05,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"412",55,0,0.41,-0.8,0,0.8,0,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"413",56,0.52,0.41,-0.28,0.52,1.32,0.51,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"414",57,-0.9,0.42,-1.7,-0.91,-0.05,-0.93,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"415",58,-0.58,0.4,-1.36,-0.58,0.21,-0.58,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"416",59,0.43,0.38,-0.34,0.43,1.17,0.44,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"417",60,-0.32,0.38,-1.08,-0.31,0.44,-0.31,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"418",61,0.87,0.4,0.07,0.88,1.65,0.89,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"419",62,0.1,0.29,-0.48,0.1,0.67,0.1,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"420",63,-0.38,0.27,-0.91,-0.39,0.16,-0.4,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"421",64,-0.51,0.29,-1.07,-0.52,0.07,-0.53,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"422",65,-0.08,0.24,-0.55,-0.08,0.39,-0.07,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"423",66,0.32,0.3,-0.28,0.32,0.9,0.33,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"424",67,0.28,0.3,-0.32,0.28,0.86,0.28,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"425",68,0.16,0.29,-0.41,0.16,0.72,0.17,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"426",69,0.15,0.3,-0.44,0.15,0.74,0.15,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"427",70,-0.85,0.31,-1.44,-0.86,-0.21,-0.87,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"428",71,0.15,0.31,-0.47,0.15,0.76,0.15,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"429",72,0.28,0.36,-0.43,0.28,0.98,0.28,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"430",73,-0.12,0.34,-0.8,-0.12,0.56,-0.12,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"431",74,-0.21,0.3,-0.8,-0.21,0.4,-0.21,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"432",75,-0.26,0.35,-0.94,-0.27,0.43,-0.27,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"433",76,0.28,0.3,-0.32,0.29,0.88,0.29,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"434",77,0.55,0.31,-0.07,0.55,1.14,0.56,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"435",78,0.56,0.31,-0.06,0.56,1.15,0.57,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"436",79,0.13,0.3,-0.47,0.13,0.73,0.13,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"437",80,0.68,0.32,0.03,0.69,1.29,0.7,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"438",81,0.12,0.33,-0.53,0.13,0.76,0.13,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"439",82,0.19,0.29,-0.39,0.19,0.75,0.2,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"440",83,-0.17,0.32,-0.79,-0.17,0.45,-0.17,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"441",84,0.14,0.27,-0.41,0.14,0.67,0.15,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"442",85,0.49,0.3,-0.12,0.49,1.08,0.5,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
"443",86,0.5,0.31,-0.12,0.5,1.09,0.51,0,"Phylogenetic+Spatial: local+L2 proportion (nonlinear)"
