"","phy_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"1932",1932,-1.22,0.58,-2.36,-1.22,-0.1,-1.22,0,"Phylogenetic"
"1933",1933,0.16,0.47,-0.76,0.16,1.08,0.16,0,"Phylogenetic"
"1934",1934,-0.1,0.44,-0.96,-0.1,0.76,-0.1,0,"Phylogenetic"
"1935",1935,-0.03,0.44,-0.89,-0.03,0.82,-0.03,0,"Phylogenetic"
"1936",1936,-1.19,0.59,-2.35,-1.19,-0.03,-1.19,0,"Phylogenetic"
"1937",1937,0.37,0.46,-0.53,0.37,1.26,0.36,0,"Phylogenetic"
"1938",1938,0.44,0.46,-0.45,0.44,1.34,0.44,0,"Phylogenetic"
"1939",1939,0.5,0.46,-0.4,0.5,1.41,0.5,0,"Phylogenetic"
"1940",1940,-0.85,0.58,-2,-0.85,0.3,-0.85,0,"Phylogenetic"
"1941",1941,-0.23,0.58,-1.37,-0.23,0.92,-0.23,0,"Phylogenetic"
"1942",1942,0,0.57,-1.12,0,1.12,0,0,"Phylogenetic"
"1943",1943,0.22,0.57,-0.9,0.22,1.34,0.22,0,"Phylogenetic"
"1944",1944,-0.32,0.37,-1.06,-0.32,0.41,-0.32,0,"Phylogenetic"
"1945",1945,-0.15,0.35,-0.85,-0.15,0.54,-0.15,0,"Phylogenetic"
"1946",1946,-0.23,0.35,-0.92,-0.23,0.45,-0.23,0,"Phylogenetic"
"1947",1947,-0.19,0.35,-0.88,-0.19,0.49,-0.19,0,"Phylogenetic"
"1948",1948,0.03,0.3,-0.57,0.03,0.63,0.03,0,"Phylogenetic"
"1949",1949,0.01,0.3,-0.59,0,0.6,0,0,"Phylogenetic"
"1950",1950,0.01,0.31,-0.59,0.01,0.62,0.01,0,"Phylogenetic"
"1951",1951,-0.04,0.32,-0.66,-0.04,0.58,-0.04,0,"Phylogenetic"
"1952",1952,-0.25,0.35,-0.94,-0.25,0.43,-0.25,0,"Phylogenetic"
"1953",1953,-0.17,0.39,-0.93,-0.17,0.58,-0.17,0,"Phylogenetic"
"1954",1954,-0.34,0.39,-1.1,-0.34,0.42,-0.33,0,"Phylogenetic"
"1955",1955,-0.21,0.4,-1,-0.21,0.57,-0.21,0,"Phylogenetic"
"1956",1956,-0.29,0.38,-1.04,-0.28,0.46,-0.28,0,"Phylogenetic"
"1957",1957,-0.37,0.38,-1.13,-0.37,0.38,-0.37,0,"Phylogenetic"
"1958",1958,0.53,0.39,-0.22,0.53,1.31,0.52,0,"Phylogenetic"
"1959",1959,0.22,0.38,-0.52,0.22,0.97,0.21,0,"Phylogenetic"
"1960",1960,0.04,0.38,-0.71,0.04,0.79,0.04,0,"Phylogenetic"
"1961",1961,-0.7,0.5,-1.67,-0.7,0.27,-0.7,0,"Phylogenetic"
"1962",1962,-0.73,0.5,-1.71,-0.73,0.24,-0.73,0,"Phylogenetic"
"1963",1963,-0.71,0.58,-1.85,-0.71,0.42,-0.71,0,"Phylogenetic"
"1964",1964,1.21,0.59,0.06,1.21,2.37,1.21,0,"Phylogenetic"
"1965",1965,-0.7,0.56,-1.81,-0.7,0.41,-0.7,0,"Phylogenetic"
"1966",1966,-0.04,0.43,-0.88,-0.04,0.8,-0.04,0,"Phylogenetic"
"1967",1967,0,0.43,-0.84,0,0.85,0,0,"Phylogenetic"
"1968",1968,0.16,0.45,-0.72,0.16,1.04,0.16,0,"Phylogenetic"
"1969",1969,-0.69,0.57,-1.82,-0.69,0.42,-0.69,0,"Phylogenetic"
"1970",1970,0.27,0.58,-0.87,0.27,1.42,0.27,0,"Phylogenetic"
"1971",1971,-0.56,0.57,-1.68,-0.56,0.55,-0.56,0,"Phylogenetic"
"1972",1972,-1.05,0.49,-2.01,-1.05,-0.09,-1.05,0,"Phylogenetic"
"1973",1973,-1.01,0.49,-1.97,-1.01,-0.06,-1.01,0,"Phylogenetic"
"1974",1974,-0.63,0.57,-1.76,-0.63,0.49,-0.63,0,"Phylogenetic"
"1975",1975,-1.33,0.59,-2.48,-1.32,-0.18,-1.32,0,"Phylogenetic"
"1976",1976,0.72,0.59,-0.43,0.72,1.87,0.71,0,"Phylogenetic"
"1977",1977,-0.22,0.57,-1.33,-0.22,0.89,-0.22,0,"Phylogenetic"
"1978",1978,-0.81,0.57,-1.93,-0.8,0.31,-0.8,0,"Phylogenetic"
"1979",1979,0.47,0.4,-0.32,0.47,1.25,0.47,0,"Phylogenetic"
"1980",1980,0.44,0.4,-0.35,0.44,1.22,0.43,0,"Phylogenetic"
"1981",1981,0.55,0.42,-0.26,0.55,1.37,0.55,0,"Phylogenetic"
"1982",1982,0.19,0.56,-0.91,0.19,1.3,0.19,0,"Phylogenetic"
"1983",1983,0.14,0.58,-1.01,0.14,1.28,0.13,0,"Phylogenetic"
"1984",1984,-0.71,0.58,-1.86,-0.71,0.43,-0.71,0,"Phylogenetic"
"1985",1985,-1.13,0.6,-2.3,-1.13,0.04,-1.13,0,"Phylogenetic"
"1986",1986,-0.59,0.59,-1.76,-0.59,0.57,-0.59,0,"Phylogenetic"
"1987",1987,0.16,0.59,-0.99,0.16,1.32,0.16,0,"Phylogenetic"
"1988",1988,0.26,0.48,-0.68,0.26,1.21,0.26,0,"Phylogenetic"
"1989",1989,0.05,0.48,-0.89,0.05,1,0.05,0,"Phylogenetic"
"1990",1990,-1.02,0.58,-2.16,-1.02,0.1,-1.02,0,"Phylogenetic"
"1991",1991,-0.23,0.58,-1.37,-0.23,0.9,-0.23,0,"Phylogenetic"
"1992",1992,0.99,0.6,-0.18,0.98,2.16,0.98,0,"Phylogenetic"
"1993",1993,0.12,0.58,-1.01,0.12,1.25,0.12,0,"Phylogenetic"
"1994",1994,0.44,0.58,-0.69,0.44,1.57,0.44,0,"Phylogenetic"
"1995",1995,-0.47,0.59,-1.63,-0.47,0.68,-0.47,0,"Phylogenetic"
"1996",1996,-0.05,0.59,-1.21,-0.05,1.1,-0.05,0,"Phylogenetic"
"1997",1997,-0.72,0.61,-1.92,-0.72,0.47,-0.72,0,"Phylogenetic"
"1998",1998,0.22,0.5,-0.76,0.22,1.19,0.22,0,"Phylogenetic"
"1999",1999,0.38,0.5,-0.6,0.38,1.37,0.38,0,"Phylogenetic"
"2000",2000,-0.19,0.43,-1.03,-0.19,0.66,-0.19,0,"Phylogenetic"
"2001",2001,0.06,0.43,-0.78,0.06,0.91,0.06,0,"Phylogenetic"
"2002",2002,-0.14,0.43,-0.99,-0.14,0.71,-0.14,0,"Phylogenetic"
"2003",2003,-0.27,0.44,-1.13,-0.27,0.58,-0.27,0,"Phylogenetic"
"2004",2004,-0.44,0.57,-1.56,-0.44,0.69,-0.43,0,"Phylogenetic"
"2005",2005,-0.85,0.59,-2.01,-0.85,0.31,-0.84,0,"Phylogenetic"
"2006",2006,1.09,0.6,-0.08,1.09,2.28,1.09,0,"Phylogenetic"
"2007",2007,-0.81,0.64,-2.07,-0.81,0.45,-0.81,0,"Phylogenetic"
"2008",2008,0.66,0.36,-0.05,0.65,1.37,0.65,0,"Phylogenetic"
"2009",2009,0.8,0.32,0.18,0.8,1.42,0.79,0,"Phylogenetic"
"2010",2010,0.84,0.31,0.24,0.84,1.45,0.84,0,"Phylogenetic"
"2011",2011,0.83,0.31,0.23,0.83,1.44,0.83,0,"Phylogenetic"
"2012",2012,0.69,0.34,0.03,0.69,1.36,0.69,0,"Phylogenetic"
"2013",2013,0.44,0.34,-0.23,0.44,1.11,0.45,0,"Phylogenetic"
"2014",2014,0.69,0.33,0.05,0.69,1.33,0.69,0,"Phylogenetic"
"2015",2015,0.7,0.32,0.08,0.7,1.33,0.7,0,"Phylogenetic"
"2016",2016,0.57,0.32,-0.06,0.57,1.19,0.57,0,"Phylogenetic"
"2017",2017,0.66,0.33,0.02,0.66,1.3,0.65,0,"Phylogenetic"
"2018",2018,0.74,0.33,0.1,0.74,1.39,0.74,0,"Phylogenetic"
"2019",2019,0.75,0.34,0.09,0.75,1.42,0.75,0,"Phylogenetic"
"2020",2020,0.66,0.35,-0.02,0.66,1.35,0.66,0,"Phylogenetic"
"2021",2021,0.5,0.31,-0.1,0.5,1.1,0.49,0,"Phylogenetic"
"2022",2022,0.64,0.3,0.05,0.64,1.24,0.64,0,"Phylogenetic"
"2023",2023,0.65,0.31,0.06,0.65,1.26,0.65,0,"Phylogenetic"
"2024",2024,0.39,0.31,-0.22,0.39,1.01,0.39,0,"Phylogenetic"
"2025",2025,0.09,0.32,-0.55,0.09,0.71,0.1,0,"Phylogenetic"
"2026",2026,0.15,0.3,-0.44,0.15,0.73,0.15,0,"Phylogenetic"
"2027",2027,0.14,0.3,-0.45,0.14,0.72,0.14,0,"Phylogenetic"
"2028",2028,0.4,0.31,-0.21,0.4,1.01,0.4,0,"Phylogenetic"
"2029",2029,-0.3,0.31,-0.93,-0.3,0.31,-0.29,0,"Phylogenetic"
"2030",2030,-0.25,0.31,-0.87,-0.25,0.35,-0.25,0,"Phylogenetic"
"2031",2031,-0.25,0.31,-0.87,-0.24,0.36,-0.24,0,"Phylogenetic"
"2032",2032,0.44,0.35,-0.24,0.44,1.11,0.44,0,"Phylogenetic"
"2033",2033,0.91,0.43,0.07,0.91,1.75,0.91,0,"Phylogenetic"
"2034",2034,0.82,0.43,-0.02,0.82,1.66,0.82,0,"Phylogenetic"
"2035",2035,0.61,0.5,-0.38,0.61,1.59,0.61,0,"Phylogenetic"
"2036",2036,-0.06,0.51,-1.07,-0.06,0.93,-0.05,0,"Phylogenetic"
"2037",2037,0.8,0.5,-0.19,0.8,1.79,0.8,0,"Phylogenetic"
"2038",2038,0.81,0.39,0.04,0.81,1.58,0.81,0,"Phylogenetic"
"2039",2039,0.77,0.39,0,0.77,1.54,0.77,0,"Phylogenetic"
"2040",2040,0.83,0.4,0.05,0.83,1.62,0.83,0,"Phylogenetic"
"2041",2041,1.06,0.44,0.21,1.06,1.92,1.06,0,"Phylogenetic"
"2042",2042,0.89,0.44,0.03,0.89,1.74,0.89,0,"Phylogenetic"
"2043",2043,1.04,0.5,0.06,1.04,2.03,1.04,0,"Phylogenetic"
"2044",2044,0.33,0.46,-0.57,0.33,1.23,0.34,0,"Phylogenetic"
"2045",2045,0.28,0.46,-0.63,0.28,1.18,0.28,0,"Phylogenetic"
"2046",2046,0.47,0.31,-0.14,0.47,1.07,0.47,0,"Phylogenetic"
"2047",2047,0.45,0.31,-0.15,0.45,1.05,0.45,0,"Phylogenetic"
"2048",2048,0.47,0.31,-0.13,0.47,1.07,0.47,0,"Phylogenetic"
"2049",2049,0.62,0.31,0.01,0.62,1.22,0.61,0,"Phylogenetic"
"2050",2050,0.56,0.32,-0.07,0.56,1.2,0.56,0,"Phylogenetic"
"2051",2051,0.54,0.33,-0.1,0.54,1.18,0.55,0,"Phylogenetic"
"2052",2052,0.54,0.33,-0.11,0.54,1.18,0.54,0,"Phylogenetic"
"2053",2053,0.51,0.32,-0.12,0.51,1.14,0.52,0,"Phylogenetic"
"2054",2054,0.52,0.32,-0.11,0.52,1.15,0.52,0,"Phylogenetic"
"2055",2055,0.5,0.34,-0.17,0.5,1.16,0.5,0,"Phylogenetic"
"2056",2056,1.46,0.4,0.68,1.46,2.25,1.46,0,"Phylogenetic"
"2057",2057,1.85,0.39,1.08,1.85,2.63,1.85,0,"Phylogenetic"
"2058",2058,1.8,0.39,1.04,1.8,2.57,1.8,0,"Phylogenetic"
"2059",2059,1.42,0.42,0.59,1.42,2.25,1.42,0,"Phylogenetic"
"2060",2060,0.51,0.31,-0.11,0.51,1.12,0.51,0,"Phylogenetic"
"2061",2061,0.5,0.31,-0.12,0.5,1.12,0.5,0,"Phylogenetic"
"2062",2062,0.5,0.33,-0.15,0.5,1.14,0.5,0,"Phylogenetic"
"2063",2063,0.57,0.33,-0.08,0.57,1.21,0.57,0,"Phylogenetic"
"2064",2064,0.56,0.33,-0.09,0.56,1.2,0.56,0,"Phylogenetic"
"2065",2065,0.52,0.31,-0.1,0.52,1.13,0.52,0,"Phylogenetic"
"2066",2066,0.47,0.32,-0.15,0.47,1.09,0.48,0,"Phylogenetic"
"2067",2067,0.66,0.31,0.06,0.66,1.27,0.66,0,"Phylogenetic"
"2068",2068,0.77,0.3,0.19,0.77,1.35,0.77,0,"Phylogenetic"
"2069",2069,0.79,0.3,0.21,0.79,1.38,0.79,0,"Phylogenetic"
"2070",2070,0.73,0.3,0.14,0.73,1.31,0.73,0,"Phylogenetic"
"2071",2071,0.52,0.32,-0.12,0.52,1.15,0.52,0,"Phylogenetic"
"2072",2072,0.49,0.32,-0.14,0.49,1.13,0.5,0,"Phylogenetic"
"2073",2073,0.54,0.34,-0.12,0.54,1.19,0.54,0,"Phylogenetic"
"2074",2074,0.64,0.41,-0.16,0.64,1.44,0.64,0,"Phylogenetic"
"2075",2075,1.06,0.5,0.08,1.06,2.05,1.06,0,"Phylogenetic"
"2076",2076,0.72,0.35,0.02,0.72,1.41,0.72,0,"Phylogenetic"
"2077",2077,0.79,0.35,0.11,0.79,1.48,0.79,0,"Phylogenetic"
"2078",2078,0.73,0.35,0.04,0.73,1.41,0.73,0,"Phylogenetic"
"2079",2079,0.77,0.34,0.1,0.77,1.44,0.77,0,"Phylogenetic"
"2080",2080,0.8,0.34,0.14,0.8,1.48,0.8,0,"Phylogenetic"
"2081",2081,0.9,0.5,-0.09,0.9,1.89,0.89,0,"Phylogenetic"
"2082",2082,0.92,0.33,0.27,0.92,1.57,0.92,0,"Phylogenetic"
"2083",2083,0.9,0.33,0.26,0.9,1.55,0.9,0,"Phylogenetic"
"2084",2084,0.94,0.33,0.3,0.94,1.59,0.94,0,"Phylogenetic"
"2085",2085,0.9,0.33,0.25,0.9,1.55,0.9,0,"Phylogenetic"
"2086",2086,1.19,0.32,0.57,1.19,1.81,1.19,0,"Phylogenetic"
"2087",2087,1.19,0.32,0.57,1.19,1.81,1.19,0,"Phylogenetic"
"2088",2088,0.96,0.33,0.32,0.96,1.6,0.96,0,"Phylogenetic"
"2089",2089,0.98,0.33,0.34,0.98,1.62,0.98,0,"Phylogenetic"
"2090",2090,0.98,0.42,0.15,0.98,1.81,0.98,0,"Phylogenetic"
"2091",2091,1.24,0.4,0.46,1.24,2.03,1.24,0,"Phylogenetic"
"2092",2092,1.23,0.4,0.45,1.23,2.02,1.23,0,"Phylogenetic"
"2093",2093,0.34,0.5,-0.65,0.34,1.31,0.34,0,"Phylogenetic"
"2094",2094,1.08,0.5,0.1,1.08,2.06,1.07,0,"Phylogenetic"
"2095",2095,0.98,0.37,0.25,0.97,1.71,0.97,0,"Phylogenetic"
"2096",2096,0.63,0.3,0.04,0.63,1.22,0.63,0,"Phylogenetic"
"2097",2097,0.6,0.3,0.01,0.6,1.19,0.6,0,"Phylogenetic"
"2098",2098,0.62,0.3,0.02,0.62,1.22,0.62,0,"Phylogenetic"
"2099",2099,0.58,0.31,-0.02,0.58,1.17,0.58,0,"Phylogenetic"
"2100",2100,0.68,0.32,0.04,0.68,1.31,0.68,0,"Phylogenetic"
"2101",2101,0.87,0.33,0.22,0.87,1.53,0.87,0,"Phylogenetic"
"2102",2102,0.76,0.33,0.11,0.76,1.41,0.76,0,"Phylogenetic"
"2103",2103,0.83,0.34,0.17,0.83,1.49,0.83,0,"Phylogenetic"
"2104",2104,0.7,0.44,-0.17,0.7,1.56,0.7,0,"Phylogenetic"
"2105",2105,0.6,0.44,-0.27,0.6,1.46,0.6,0,"Phylogenetic"
"2106",2106,1.33,0.44,0.47,1.32,2.19,1.32,0,"Phylogenetic"
"2107",2107,1.37,0.43,0.53,1.36,2.21,1.36,0,"Phylogenetic"
"2108",2108,1.24,0.43,0.41,1.24,2.08,1.24,0,"Phylogenetic"
"2109",2109,0.36,0.45,-0.51,0.36,1.23,0.37,0,"Phylogenetic"
"2110",2110,0.34,0.45,-0.53,0.35,1.22,0.35,0,"Phylogenetic"
"2111",2111,0.44,0.5,-0.54,0.44,1.42,0.45,0,"Phylogenetic"
"2112",2112,0.68,0.29,0.1,0.68,1.25,0.68,0,"Phylogenetic"
"2113",2113,0.64,0.29,0.07,0.64,1.22,0.64,0,"Phylogenetic"
"2114",2114,0.71,0.3,0.12,0.71,1.31,0.71,0,"Phylogenetic"
"2115",2115,0.95,0.3,0.36,0.95,1.55,0.94,0,"Phylogenetic"
"2116",2116,0.95,0.3,0.36,0.95,1.55,0.95,0,"Phylogenetic"
"2117",2117,0.85,0.3,0.27,0.85,1.44,0.85,0,"Phylogenetic"
"2118",2118,0.88,0.29,0.31,0.88,1.45,0.87,0,"Phylogenetic"
"2119",2119,0.86,0.29,0.29,0.85,1.43,0.85,0,"Phylogenetic"
"2120",2120,0.35,0.3,-0.23,0.36,0.93,0.36,0,"Phylogenetic"
"2121",2121,0.4,0.3,-0.18,0.4,0.98,0.41,0,"Phylogenetic"
"2122",2122,0.47,0.3,-0.13,0.47,1.06,0.47,0,"Phylogenetic"
"2123",2123,0.44,0.28,-0.11,0.44,0.99,0.44,0,"Phylogenetic"
"2124",2124,0.45,0.28,-0.1,0.45,1.01,0.45,0,"Phylogenetic"
"2125",2125,0.29,0.29,-0.28,0.29,0.85,0.29,0,"Phylogenetic"
"2126",2126,0.42,0.29,-0.16,0.42,0.99,0.42,0,"Phylogenetic"
"2127",2127,0.28,0.29,-0.3,0.28,0.85,0.29,0,"Phylogenetic"
"2128",2128,0.44,0.29,-0.13,0.44,1.01,0.44,0,"Phylogenetic"
"2129",2129,0.63,0.29,0.05,0.63,1.21,0.63,0,"Phylogenetic"
"2130",2130,0.62,0.29,0.04,0.62,1.2,0.62,0,"Phylogenetic"
"2131",2131,0.44,0.29,-0.13,0.44,1.02,0.44,0,"Phylogenetic"
"2132",2132,0.48,0.29,-0.09,0.48,1.06,0.48,0,"Phylogenetic"
"2133",2133,0.38,0.29,-0.19,0.38,0.95,0.39,0,"Phylogenetic"
"2134",2134,0.35,0.29,-0.23,0.35,0.92,0.35,0,"Phylogenetic"
"2135",2135,0.54,0.31,-0.07,0.54,1.15,0.54,0,"Phylogenetic"
"2136",2136,0.58,0.31,-0.03,0.58,1.2,0.58,0,"Phylogenetic"
"2137",2137,0.1,0.5,-0.9,0.1,1.08,0.11,0,"Phylogenetic"
"2138",2138,0.02,0.51,-0.98,0.03,1.01,0.03,0,"Phylogenetic"
"2139",2139,0.25,0.5,-0.74,0.25,1.23,0.25,0,"Phylogenetic"
"2140",2140,2.05,0.44,1.2,2.05,2.92,2.04,0,"Phylogenetic"
"2141",2141,1.38,0.35,0.69,1.38,2.07,1.38,0,"Phylogenetic"
"2142",2142,1.43,0.35,0.74,1.43,2.12,1.43,0,"Phylogenetic"
"2143",2143,1.35,0.37,0.62,1.35,2.08,1.35,0,"Phylogenetic"
"2144",2144,1.61,0.38,0.87,1.61,2.36,1.61,0,"Phylogenetic"
"2145",2145,0.4,0.42,-0.43,0.4,1.23,0.41,0,"Phylogenetic"
"2146",2146,0.45,0.42,-0.38,0.45,1.27,0.45,0,"Phylogenetic"
"2147",2147,0.65,0.34,-0.01,0.65,1.31,0.65,0,"Phylogenetic"
"2148",2148,0.67,0.34,0.01,0.67,1.33,0.67,0,"Phylogenetic"
"2149",2149,0.66,0.34,0,0.66,1.32,0.66,0,"Phylogenetic"
"2150",2150,0.69,0.35,0.01,0.69,1.37,0.69,0,"Phylogenetic"
"2151",2151,0.83,0.33,0.19,0.83,1.47,0.83,0,"Phylogenetic"
"2152",2152,0.98,0.31,0.37,0.98,1.6,0.98,0,"Phylogenetic"
"2153",2153,0.97,0.31,0.36,0.97,1.58,0.96,0,"Phylogenetic"
"2154",2154,0.85,0.34,0.19,0.85,1.52,0.86,0,"Phylogenetic"
"2155",2155,1.03,0.29,0.47,1.03,1.6,1.03,0,"Phylogenetic"
"2156",2156,1.05,0.29,0.49,1.05,1.61,1.05,0,"Phylogenetic"
"2157",2157,1.06,0.29,0.5,1.06,1.62,1.06,0,"Phylogenetic"
"2158",2158,1.09,0.29,0.53,1.08,1.65,1.08,0,"Phylogenetic"
"2159",2159,1.05,0.3,0.46,1.05,1.64,1.05,0,"Phylogenetic"
"2160",2160,1.02,0.3,0.43,1.02,1.62,1.02,0,"Phylogenetic"
"2161",2161,0.07,0.34,-0.59,0.07,0.72,0.07,0,"Phylogenetic"
"2162",2162,0.1,0.33,-0.56,0.1,0.75,0.1,0,"Phylogenetic"
"2163",2163,0.11,0.34,-0.55,0.11,0.77,0.11,0,"Phylogenetic"
"2164",2164,0.15,0.34,-0.51,0.15,0.81,0.15,0,"Phylogenetic"
"2165",2165,0.18,0.37,-0.54,0.18,0.9,0.19,0,"Phylogenetic"
"2166",2166,0.23,0.51,-0.77,0.23,1.22,0.24,0,"Phylogenetic"
"2167",2167,0.39,0.51,-0.6,0.4,1.38,0.4,0,"Phylogenetic"
"2168",2168,0.55,0.27,0.02,0.55,1.08,0.55,0,"Phylogenetic"
"2169",2169,0.54,0.26,0.02,0.54,1.06,0.54,0,"Phylogenetic"
"2170",2170,0.53,0.26,0.01,0.53,1.05,0.53,0,"Phylogenetic"
"2171",2171,0.56,0.27,0.04,0.56,1.08,0.56,0,"Phylogenetic"
"2172",2172,0.65,0.28,0.09,0.65,1.21,0.65,0,"Phylogenetic"
"2173",2173,0.65,0.29,0.08,0.65,1.21,0.65,0,"Phylogenetic"
"2174",2174,0.68,0.28,0.13,0.68,1.23,0.68,0,"Phylogenetic"
"2175",2175,0.71,0.28,0.16,0.71,1.26,0.71,0,"Phylogenetic"
"2176",2176,0.71,0.31,0.1,0.71,1.32,0.71,0,"Phylogenetic"
"2177",2177,0.73,0.33,0.08,0.73,1.39,0.73,0,"Phylogenetic"
"2178",2178,1.09,0.33,0.45,1.09,1.74,1.08,0,"Phylogenetic"
"2179",2179,1.03,0.33,0.39,1.03,1.68,1.03,0,"Phylogenetic"
"2180",2180,1.04,0.34,0.38,1.04,1.71,1.04,0,"Phylogenetic"
"2181",2181,0.56,0.31,-0.04,0.56,1.17,0.56,0,"Phylogenetic"
"2182",2182,0.6,0.31,-0.01,0.6,1.2,0.6,0,"Phylogenetic"
"2183",2183,0.71,0.3,0.11,0.71,1.31,0.71,0,"Phylogenetic"
"2184",2184,0.69,0.3,0.1,0.69,1.29,0.69,0,"Phylogenetic"
"2185",2185,0.51,0.28,-0.04,0.51,1.07,0.51,0,"Phylogenetic"
"2186",2186,0.52,0.28,-0.04,0.52,1.07,0.52,0,"Phylogenetic"
"2187",2187,0.54,0.29,-0.02,0.54,1.11,0.54,0,"Phylogenetic"
"2188",2188,0.55,0.29,-0.03,0.55,1.12,0.55,0,"Phylogenetic"
"2189",2189,1.06,0.49,0.1,1.06,2.03,1.05,0,"Phylogenetic"
"2190",2190,0.65,0.49,-0.32,0.65,1.61,0.65,0,"Phylogenetic"
"2191",2191,1.11,0.5,0.13,1.11,2.1,1.11,0,"Phylogenetic"
"2192",2192,0.93,0.5,-0.05,0.93,1.92,0.93,0,"Phylogenetic"
"2193",2193,0.86,0.51,-0.13,0.86,1.86,0.86,0,"Phylogenetic"
"2194",2194,-0.16,0.51,-1.16,-0.16,0.82,-0.15,0,"Phylogenetic"
"2195",2195,0.22,0.5,-0.76,0.22,1.2,0.23,0,"Phylogenetic"
"2196",2196,-0.23,0.51,-1.23,-0.23,0.76,-0.22,0,"Phylogenetic"
"2197",2197,-0.54,0.51,-1.56,-0.53,0.46,-0.53,0,"Phylogenetic"
"2198",2198,0.15,0.5,-0.84,0.15,1.14,0.16,0,"Phylogenetic"
"2199",2199,0.5,0.5,-0.49,0.5,1.48,0.5,0,"Phylogenetic"
"2200",2200,-0.24,0.51,-1.25,-0.24,0.75,-0.23,0,"Phylogenetic"
"2201",2201,1.44,0.44,0.59,1.44,2.31,1.44,0,"Phylogenetic"
"2202",2202,1.41,0.44,0.55,1.4,2.27,1.4,0,"Phylogenetic"
"2203",2203,0.44,0.5,-0.54,0.44,1.42,0.45,0,"Phylogenetic"
"2204",2204,1.22,0.51,0.23,1.22,2.23,1.22,0,"Phylogenetic"
"2205",2205,0.14,0.31,-0.46,0.14,0.74,0.15,0,"Phylogenetic"
"2206",2206,0.17,0.31,-0.44,0.17,0.77,0.17,0,"Phylogenetic"
"2207",2207,0.15,0.3,-0.44,0.15,0.74,0.15,0,"Phylogenetic"
"2208",2208,0.14,0.3,-0.45,0.14,0.72,0.14,0,"Phylogenetic"
"2209",2209,0.18,0.29,-0.4,0.18,0.75,0.18,0,"Phylogenetic"
"2210",2210,0.21,0.29,-0.37,0.21,0.78,0.21,0,"Phylogenetic"
"2211",2211,0,0.35,-0.68,0,0.67,0.01,0,"Phylogenetic"
"2212",2212,0.19,0.34,-0.48,0.19,0.86,0.19,0,"Phylogenetic"
"2213",2213,0.25,0.35,-0.44,0.26,0.95,0.26,0,"Phylogenetic"
"2214",2214,0.18,0.39,-0.59,0.18,0.94,0.18,0,"Phylogenetic"
"2215",2215,0.71,0.39,-0.05,0.71,1.49,0.7,0,"Phylogenetic"
"2216",2216,1.35,0.5,0.38,1.35,2.33,1.34,0,"Phylogenetic"
"2217",2217,0,0.44,-0.87,0,0.86,0,0,"Phylogenetic"
"2218",2218,-0.18,0.45,-1.06,-0.18,0.69,-0.17,0,"Phylogenetic"
"2219",2219,0.46,0.35,-0.24,0.46,1.15,0.46,0,"Phylogenetic"
"2220",2220,0.34,0.35,-0.36,0.34,1.03,0.34,0,"Phylogenetic"
"2221",2221,0.36,0.36,-0.35,0.36,1.06,0.36,0,"Phylogenetic"
"2222",2222,0.62,0.37,-0.11,0.62,1.36,0.62,0,"Phylogenetic"
"2223",2223,0.48,0.4,-0.3,0.48,1.26,0.48,0,"Phylogenetic"
"2224",2224,0.67,0.4,-0.11,0.67,1.45,0.66,0,"Phylogenetic"
"2225",2225,-0.01,0.41,-0.81,0,0.78,0,0,"Phylogenetic"
"2226",2226,0.53,0.4,-0.25,0.53,1.31,0.53,0,"Phylogenetic"
"2227",2227,-0.15,0.5,-1.13,-0.14,0.82,-0.14,0,"Phylogenetic"
"2228",2228,0.81,0.36,0.09,0.81,1.52,0.81,0,"Phylogenetic"
"2229",2229,0.93,0.36,0.22,0.93,1.65,0.93,0,"Phylogenetic"
"2230",2230,0.96,0.33,0.31,0.96,1.61,0.96,0,"Phylogenetic"
"2231",2231,0.93,0.33,0.28,0.93,1.58,0.93,0,"Phylogenetic"
"2232",2232,0.75,0.34,0.08,0.75,1.42,0.75,0,"Phylogenetic"
"2233",2233,0.73,0.33,0.08,0.73,1.38,0.73,0,"Phylogenetic"
"2234",2234,0.7,0.33,0.05,0.71,1.35,0.71,0,"Phylogenetic"
"2235",2235,0.41,0.49,-0.55,0.41,1.36,0.41,0,"Phylogenetic"
"2236",2236,0.44,0.42,-0.37,0.44,1.26,0.45,0,"Phylogenetic"
"2237",2237,0.45,0.42,-0.37,0.45,1.27,0.45,0,"Phylogenetic"
"2238",2238,1.71,0.5,0.74,1.71,2.71,1.7,0,"Phylogenetic"
"2239",2239,1.77,0.5,0.79,1.76,2.76,1.76,0,"Phylogenetic"
"2240",2240,0.88,0.49,-0.08,0.88,1.84,0.88,0,"Phylogenetic"
"2241",2241,0.61,0.49,-0.35,0.61,1.57,0.61,0,"Phylogenetic"
"2242",2242,0.93,0.42,0.11,0.93,1.75,0.93,0,"Phylogenetic"
"2243",2243,0.86,0.42,0.04,0.86,1.68,0.86,0,"Phylogenetic"
"2244",2244,0.76,0.49,-0.19,0.76,1.72,0.76,0,"Phylogenetic"
"2245",2245,0.2,0.49,-0.77,0.2,1.16,0.21,0,"Phylogenetic"
"2246",2246,0.72,0.49,-0.24,0.72,1.67,0.72,0,"Phylogenetic"
"2247",2247,0.24,0.43,-0.61,0.24,1.07,0.24,0,"Phylogenetic"
"2248",2248,0.27,0.43,-0.57,0.27,1.11,0.27,0,"Phylogenetic"
