"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.0968...2237",0.81,0.29,0.25,0.81,1.37,0.81,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0969...2238",0.84,0.29,0.27,0.84,1.41,0.84,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0970...2239",0.81,0.26,0.3,0.81,1.33,0.81,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0971...2240",0.84,0.26,0.32,0.84,1.35,0.84,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0972...2241",0.84,0.3,0.26,0.84,1.42,0.84,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0973...2242",0.84,0.29,0.27,0.84,1.4,0.84,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0974...2243",0.78,0.29,0.2,0.78,1.35,0.78,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0975...2244",0.53,0.3,-0.05,0.53,1.12,0.53,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0976...2245",0.71,0.3,0.11,0.71,1.3,0.71,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0977...2246",-0.1,0.31,-0.7,-0.1,0.5,-0.1,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0978...2247",0.78,0.3,0.18,0.78,1.38,0.78,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0979...2248",0.81,0.29,0.25,0.81,1.37,0.81,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0980...2249",0.75,0.29,0.2,0.75,1.31,0.76,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0981...2250",0.78,0.28,0.23,0.78,1.33,0.78,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0982...2251",0.81,0.26,0.29,0.81,1.33,0.81,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0983...2252",0.64,0.27,0.11,0.64,1.16,0.64,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0984...2253",0.83,0.28,0.27,0.83,1.38,0.83,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0985...2254",0.69,0.28,0.14,0.69,1.24,0.69,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0986...2255",0.52,0.28,-0.04,0.52,1.08,0.52,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0987...2256",0.61,0.28,0.06,0.61,1.16,0.61,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0988...2257",1.11,0.28,0.55,1.11,1.67,1.11,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0989...2258",0.56,0.3,-0.02,0.56,1.15,0.56,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0990...2259",0.28,0.3,-0.3,0.28,0.87,0.28,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0991...2260",0.52,0.3,-0.07,0.52,1.12,0.52,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0992...2261",0.49,0.28,-0.06,0.49,1.05,0.49,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0993...2262",0.33,0.28,-0.23,0.33,0.88,0.33,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0994...2263",0.43,0.29,-0.14,0.43,1,0.43,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0995...2264",0.36,0.29,-0.21,0.36,0.93,0.36,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0996...2265",0.59,0.29,0.02,0.59,1.15,0.59,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0997...2266",0.71,0.29,0.14,0.71,1.28,0.71,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0998...2267",0.98,0.29,0.42,0.98,1.54,0.98,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.0999...2268",1.15,0.29,0.58,1.15,1.72,1.15,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1000...2269",1.12,0.29,0.54,1.12,1.69,1.12,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1001...2270",0.85,0.28,0.3,0.85,1.4,0.85,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1002...2271",0.85,0.29,0.27,0.85,1.42,0.85,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1003...2272",1.24,0.3,0.64,1.24,1.83,1.24,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1004...2273",1.16,0.32,0.54,1.16,1.78,1.16,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1005...2274",0.77,0.31,0.16,0.77,1.39,0.77,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1006...2275",0.87,0.29,0.3,0.87,1.45,0.87,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1007...2276",0.72,0.29,0.15,0.72,1.29,0.72,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1008...2277",-0.41,0.28,-0.95,-0.41,0.13,-0.41,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1009...2278",-0.16,0.24,-0.64,-0.16,0.32,-0.16,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1010...2279",-0.08,0.25,-0.56,-0.08,0.41,-0.08,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1011...2280",-0.49,0.26,-1,-0.49,0.01,-0.49,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1012...2281",-0.33,0.25,-0.83,-0.33,0.17,-0.33,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1013...2282",-0.41,0.27,-0.95,-0.41,0.12,-0.41,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1014...2283",-0.29,0.26,-0.79,-0.29,0.21,-0.29,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1015...2284",-0.03,0.24,-0.49,-0.03,0.43,-0.03,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1016...2285",0,0.24,-0.47,0,0.47,0,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1017...2286",-0.09,0.23,-0.54,-0.09,0.37,-0.09,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1018...2287",-0.12,0.23,-0.58,-0.12,0.34,-0.12,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1019...2288",-0.52,0.25,-1.02,-0.52,-0.03,-0.52,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1020...2289",-0.73,0.28,-1.28,-0.73,-0.18,-0.73,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1021...2290",-0.5,0.23,-0.95,-0.5,-0.04,-0.5,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1022...2291",-0.23,0.23,-0.69,-0.23,0.23,-0.23,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1023...2292",-0.58,0.23,-1.03,-0.58,-0.13,-0.58,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1024...2293",-0.63,0.28,-1.19,-0.63,-0.08,-0.63,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1025...2294",-0.24,0.27,-0.78,-0.24,0.3,-0.24,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1026...2295",-0.49,0.27,-1.01,-0.49,0.04,-0.49,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1027...2296",-0.14,0.27,-0.67,-0.14,0.39,-0.14,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1028...2297",-1.02,0.28,-1.57,-1.02,-0.47,-1.02,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1029...2298",0.08,0.28,-0.47,0.08,0.63,0.08,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1030...2299",-0.95,0.25,-1.44,-0.95,-0.45,-0.95,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1031...2300",-0.72,0.25,-1.21,-0.72,-0.23,-0.72,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1032...2301",-0.96,0.26,-1.46,-0.96,-0.46,-0.96,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1033...2302",-0.42,0.27,-0.94,-0.42,0.11,-0.42,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1034...2303",-0.16,0.29,-0.73,-0.16,0.4,-0.16,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1035...2304",1.04,0.31,0.43,1.04,1.66,1.04,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1036...2305",1.01,0.31,0.41,1.01,1.61,1.01,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1037...2306",0.57,0.31,-0.04,0.57,1.18,0.57,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1038...2307",0.55,0.31,-0.04,0.55,1.15,0.55,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1039...2308",1.25,0.3,0.66,1.25,1.85,1.26,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1040...2309",1.24,0.29,0.67,1.25,1.81,1.25,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1041...2310",1.09,0.3,0.5,1.09,1.67,1.09,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1042...2311",0.73,0.3,0.15,0.73,1.31,0.73,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1043...2312",0.48,0.24,0,0.48,0.95,0.48,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1044...2313",0.39,0.26,-0.12,0.39,0.9,0.39,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1045...2314",0.47,0.29,-0.1,0.47,1.05,0.47,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1046...2315",0.52,0.25,0.02,0.52,1.02,0.52,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1047...2316",0.88,0.28,0.33,0.88,1.43,0.88,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1048...2317",1.05,0.25,0.55,1.05,1.54,1.05,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1049...2318",1.07,0.25,0.58,1.07,1.56,1.07,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1050...2319",1.03,0.28,0.47,1.03,1.58,1.03,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1051...2320",0.9,0.27,0.37,0.9,1.42,0.9,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1052...2321",0.76,0.27,0.23,0.76,1.29,0.76,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1053...2322",1.07,0.29,0.51,1.07,1.64,1.07,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1054...2323",0.95,0.27,0.41,0.95,1.48,0.95,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1055...2324",0.62,0.28,0.07,0.62,1.16,0.62,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1056...2325",1.46,0.31,0.85,1.46,2.07,1.46,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1057...2326",1.27,0.29,0.71,1.27,1.83,1.27,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1058...2327",0.86,0.29,0.3,0.86,1.42,0.86,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1059...2328",0.85,0.29,0.29,0.85,1.42,0.85,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1060...2329",0.88,0.3,0.29,0.88,1.46,0.88,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1061...2330",1.06,0.3,0.47,1.06,1.65,1.06,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1062...2331",1.04,0.31,0.44,1.04,1.64,1.04,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1063...2332",0.98,0.3,0.39,0.98,1.57,0.98,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1064...2333",1.19,0.29,0.62,1.19,1.77,1.2,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1065...2334",0.05,0.36,-0.66,0.05,0.76,0.05,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1066...2335",-0.74,0.3,-1.32,-0.74,-0.16,-0.74,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1067...2336",0.88,0.25,0.39,0.88,1.36,0.88,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1068...2337",0.93,0.25,0.44,0.93,1.41,0.93,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1069...2338",0.9,0.28,0.35,0.9,1.45,0.9,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1070...2339",0.84,0.28,0.29,0.84,1.39,0.84,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1071...2340",0.57,0.27,0.04,0.57,1.1,0.57,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1072...2341",0.3,0.28,-0.25,0.3,0.84,0.3,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1073...2342",0.32,0.26,-0.18,0.32,0.82,0.32,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1074...2343",0.61,0.25,0.12,0.61,1.11,0.61,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1075...2344",0.26,0.29,-0.31,0.26,0.83,0.26,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1076...2345",0.76,0.31,0.16,0.76,1.37,0.76,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1077...2346",1.13,0.29,0.56,1.13,1.7,1.13,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1078...2347",1.22,0.29,0.65,1.22,1.79,1.22,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1079...2348",0.92,0.3,0.33,0.92,1.5,0.91,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1080...2349",1.35,0.3,0.76,1.35,1.95,1.35,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1081...2350",1.78,0.31,1.18,1.78,2.38,1.79,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1082...2351",1.45,0.29,0.88,1.45,2.01,1.45,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1083...2352",1.67,0.29,1.09,1.67,2.25,1.67,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1084...2353",1.35,0.29,0.77,1.35,1.93,1.35,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1085...2354",1.47,0.29,0.89,1.47,2.04,1.47,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1086...2355",1.45,0.3,0.87,1.45,2.03,1.45,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1087...2356",0.77,0.3,0.19,0.77,1.36,0.77,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1088...2357",1.12,0.29,0.55,1.13,1.7,1.13,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1089...2358",1.2,0.3,0.61,1.2,1.79,1.2,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1090...2359",0.64,0.3,0.04,0.64,1.23,0.64,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1091...2360",1.02,0.29,0.45,1.02,1.59,1.02,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1092...2361",1.42,0.28,0.88,1.42,1.96,1.42,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1093...2362",1.47,0.28,0.91,1.47,2.02,1.47,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1094...2363",1.49,0.27,0.96,1.49,2.03,1.49,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1095...2364",1.36,0.27,0.84,1.36,1.89,1.37,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1096...2365",1.25,0.26,0.73,1.25,1.76,1.25,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1097...2366",0.96,0.27,0.44,0.96,1.49,0.96,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1098...2367",1.36,0.27,0.83,1.36,1.89,1.36,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1099...2368",1.41,0.27,0.88,1.41,1.94,1.41,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1100...2369",1.32,0.26,0.8,1.32,1.84,1.32,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1101...2370",1.23,0.27,0.7,1.23,1.75,1.23,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1102...2371",1.34,0.27,0.82,1.34,1.87,1.34,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1103...2372",1.38,0.29,0.82,1.38,1.94,1.38,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1104...2373",1.29,0.26,0.79,1.29,1.8,1.29,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1105...2374",1.3,0.24,0.83,1.3,1.76,1.3,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1106...2375",1.32,0.24,0.86,1.32,1.78,1.32,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1107...2376",1.3,0.25,0.8,1.3,1.8,1.3,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1108...2377",1.25,0.27,0.73,1.25,1.77,1.25,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1109...2378",1.34,0.27,0.81,1.34,1.88,1.34,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1110...2379",1.15,0.29,0.58,1.15,1.73,1.15,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1111...2380",1.75,0.29,1.19,1.75,2.31,1.75,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1112...2381",1.63,0.28,1.08,1.63,2.19,1.63,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1113...2382",1.36,0.29,0.79,1.36,1.93,1.36,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1114...2383",1.6,0.27,1.08,1.6,2.13,1.6,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1115...2384",1.66,0.26,1.14,1.66,2.17,1.66,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1116...2385",1.36,0.3,0.77,1.36,1.95,1.36,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1117...2386",1.52,0.28,0.97,1.52,2.06,1.52,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1118...2387",1.61,0.28,1.07,1.61,2.16,1.61,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1119...2388",1.4,0.29,0.84,1.4,1.97,1.4,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1120...2389",1.24,0.29,0.67,1.24,1.8,1.24,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1121...2390",1.23,0.28,0.69,1.23,1.78,1.23,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1122...2391",1.37,0.28,0.83,1.37,1.92,1.37,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1123...2392",0.94,0.28,0.38,0.94,1.49,0.94,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1124...2393",1.34,0.27,0.81,1.34,1.86,1.34,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1125...2394",1.23,0.27,0.71,1.23,1.75,1.23,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1126...2395",1.27,0.28,0.72,1.27,1.82,1.27,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1127...2396",0.18,0.27,-0.34,0.18,0.71,0.18,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1128...2397",0.43,0.26,-0.08,0.43,0.95,0.43,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1129...2398",1.41,0.29,0.83,1.41,1.99,1.41,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1130...2399",1.27,0.29,0.69,1.27,1.84,1.27,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1131...2400",1.35,0.29,0.78,1.35,1.92,1.35,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1132...2401",1.12,0.29,0.55,1.12,1.7,1.12,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1133...2402",1.33,0.28,0.77,1.33,1.88,1.33,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1134...2403",1.36,0.29,0.78,1.36,1.93,1.36,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1135...2404",1.27,0.29,0.69,1.27,1.84,1.27,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1136...2405",0.11,0.29,-0.46,0.11,0.69,0.11,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1137...2406",-0.6,0.31,-1.2,-0.6,0,-0.6,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1138...2407",-0.57,0.29,-1.15,-0.57,0.01,-0.57,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1139...2408",0.23,0.3,-0.36,0.23,0.81,0.22,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1140...2409",-0.32,0.24,-0.79,-0.32,0.16,-0.32,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1141...2410",-0.04,0.23,-0.49,-0.04,0.41,-0.04,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1142...2411",-0.17,0.23,-0.62,-0.17,0.28,-0.17,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1143...2412",-0.27,0.23,-0.72,-0.27,0.19,-0.27,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1144...2413",-0.15,0.23,-0.59,-0.15,0.3,-0.15,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1145...2414",0.04,0.25,-0.44,0.04,0.53,0.04,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1146...2415",-0.15,0.26,-0.65,-0.15,0.36,-0.14,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1147...2416",0.14,0.28,-0.41,0.14,0.69,0.14,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1148...2417",-0.47,0.29,-1.03,-0.47,0.09,-0.47,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1149...2418",0.4,0.28,-0.16,0.4,0.95,0.4,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1150...2419",-0.5,0.26,-1.01,-0.5,0.01,-0.5,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1151...2420",-0.39,0.26,-0.9,-0.39,0.12,-0.39,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1152...2421",0.38,0.29,-0.18,0.38,0.94,0.38,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1153...2422",0.31,0.28,-0.24,0.31,0.85,0.31,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1154...2423",0.39,0.28,-0.17,0.39,0.94,0.39,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1155...2424",-0.03,0.28,-0.58,-0.03,0.53,-0.03,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1156...2425",-1,0.27,-1.52,-1,-0.47,-1,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1157...2426",-0.92,0.26,-1.44,-0.92,-0.4,-0.92,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1158...2427",-0.49,0.3,-1.08,-0.49,0.1,-0.49,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1159...2428",-0.74,0.3,-1.32,-0.74,-0.15,-0.74,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
"fitted.Predictor.1160...2429",-1.17,0.3,-1.77,-1.17,-0.58,-1.18,"Phylogenetic+Spatial: local+L1 speakers (nonlinear)"
